election_year	lfd_nr	name	type	region	source_pdf	pdf_left	pdf_right	printed_left	printed_right	source_row	eligible_voters	number_voters	invalid_votes	valid_votes	cdu	spd	fdp	zentrum	uap	fsu	dkp	npd
1970	44	Selfkantkreis Geilenkirchen-Heinsberg	kreis	Aachen	Nordrhein-Westfalen_1970_Landtagswahl.pdf	28	29	26	27	a	90238	72921	1094	71827	48828	20393	1673	0	0	0	290	643
1970	45	Reg.-Bez. Aachen	agg	Aachen	Nordrhein-Westfalen_1970_Landtagswahl.pdf	28	29	26	27	a	696464	536207	6156	530051	306015	194340	21127	639	0	0	3321	4609
1970	46	davon Krfr. Städte (AC)	agg	Aachen	Nordrhein-Westfalen_1970_Landtagswahl.pdf	28	29	26	27	a	121198	83009	404	82605	43602	32731	4597	102	0	0	644	929
1970	47	davon Kreise (AC)	agg	Aachen	Nordrhein-Westfalen_1970_Landtagswahl.pdf	28	29	26	27	a	575266	453198	5752	447446	262413	161609	16530	537	0	0	2677	3680
1970	48	Bocholt	krfr	Münster	Nordrhein-Westfalen_1970_Landtagswahl.pdf	30	31	28	29	a	32921	24922	147	24775	14331	9698	553	0	0	0	74	119
1970	49	Bottrop	krfr	Münster	Nordrhein-Westfalen_1970_Landtagswahl.pdf	30	31	28	29	a	78079	58078	307	57771	21614	31527	1753	0	0	0	2252	625
1970	50	Gelsenkirchen	krfr	Münster	Nordrhein-Westfalen_1970_Landtagswahl.pdf	30	31	28	29	a	257450	178460	961	177499	60739	104065	6693	598	0	0	3620	1784
1970	51	Gladbeck	krfr	Münster	Nordrhein-Westfalen_1970_Landtagswahl.pdf	30	31	28	29	a	60412	46679	249	46430	17237	25908	2294	0	0	0	991	0
1970	52	Münster	krfr	Münster	Nordrhein-Westfalen_1970_Landtagswahl.pdf	30	31	28	29	a	130236	100322	441	99881	52244	38857	7189	0	0	0	505	1086
1970	53	Recklinghausen	krfr	Münster	Nordrhein-Westfalen_1970_Landtagswahl.pdf	30	31	28	29	a	93176	70953	393	70560	27846	37445	3547	0	0	0	852	870
1970	54	Kreis Ahaus	kreis	Münster	Nordrhein-Westfalen_1970_Landtagswahl.pdf	30	31	28	29	a	74113	61267	510	60757	44120	14017	1441	517	0	0	234	428
1970	55	Kreis Beckum	kreis	Münster	Nordrhein-Westfalen_1970_Landtagswahl.pdf	30	31	28	29	a	110915	86974	661	86313	49680	33039	2399	0	0	0	714	481
1970	56	Kreis Borken	kreis	Münster	Nordrhein-Westfalen_1970_Landtagswahl.pdf	30	31	28	29	a	60092	49383	453	48930	36468	10895	1162	0	0	0	85	320
1970	57	Kreis Coesfeld	kreis	Münster	Nordrhein-Westfalen_1970_Landtagswahl.pdf	30	31	28	29	a	61379	50233	410	49823	33919	12965	1389	1065	0	0	136	349
1970	58	Kreis Lüdinghausen	kreis	Münster	Nordrhein-Westfalen_1970_Landtagswahl.pdf	30	31	28	29	a	96019	76262	570	75692	47007	25924	1693	0	0	0	386	682
1970	59	Kreis Münster	kreis	Münster	Nordrhein-Westfalen_1970_Landtagswahl.pdf	30	31	28	29	a	77414	62278	434	61844	37976	19760	2584	871	0	0	133	520
1970	60	Kreis Recklinghausen	kreis	Münster	Nordrhein-Westfalen_1970_Landtagswahl.pdf	30	31	28	29	a	242913	187644	1566	186078	80518	94277	6641	982	0	0	1775	1885
1970	61	Kreis Steinfurt	kreis	Münster	Nordrhein-Westfalen_1970_Landtagswahl.pdf	30	31	28	29	a	120350	96418	725	95693	60726	30055	2888	1075	0	0	229	720
1970	62	Kreis Tecklenburg	kreis	Münster	Nordrhein-Westfalen_1970_Landtagswahl.pdf	30	31	28	29	a	90726	69596	647	68949	36282	28134	3451	0	0	0	224	858
1970	63	Kreis Warendorf	kreis	Münster	Nordrhein-Westfalen_1970_Landtagswahl.pdf	30	31	28	29	a	45378	37285	262	37023	25285	9926	1667	0	0	0	145	0
1970	64	Reg.-Bez. Münster	agg	Münster	Nordrhein-Westfalen_1970_Landtagswahl.pdf	30	31	28	29	a	1631573	1256754	8736	1248018	645992	526492	47344	5108	0	0	12355	10727
1970	65	davon Krfr. Städte (MS)	agg	Münster	Nordrhein-Westfalen_1970_Landtagswahl.pdf	30	31	28	29	a	652274	479414	2498	476916	194011	247500	22029	598	0	0	8294	4484
1970	66	davon Kreise (MS)	agg	Münster	Nordrhein-Westfalen_1970_Landtagswahl.pdf	30	31	28	29	a	979299	777340	6238	771102	451981	278992	25315	4510	0	0	4061	6243
1970	67	Bielefeld	krfr	Detmold	Nordrhein-Westfalen_1970_Landtagswahl.pdf	32	33	30	31	a	126049	94109	762	93347	37990	47296	6871	0	0	0	687	503
1970	68	Kreis Bielefeld	kreis	Detmold	Nordrhein-Westfalen_1970_Landtagswahl.pdf	32	33	30	31	a	113261	87188	789	86399	37084	43212	4796	0	0	0	410	897
1970	69	Kreis Büren	kreis	Detmold	Nordrhein-Westfalen_1970_Landtagswahl.pdf	32	33	30	31	a	40924	32523	301	32222	23939	6871	498	446	0	0	68	400
1970	70	Kreis Detmold	kreis	Detmold	Nordrhein-Westfalen_1970_Landtagswahl.pdf	32	33	30	31	a	113917	86933	833	86100	33620	43178	7124	0	0	0	546	1632
1970	71	Kreis Halle (Westf.)	kreis	Detmold	Nordrhein-Westfalen_1970_Landtagswahl.pdf	32	33	30	31	a	46839	36068	354	35714	16374	16501	2096	0	0	0	85	658
1970	72	Kreis Herford	kreis	Detmold	Nordrhein-Westfalen_1970_Landtagswahl.pdf	32	33	30	31	a	169769	134515	1782	132733	53283	69521	6745	0	0	0	802	2382
1970	73	Kreis Höxter	kreis	Detmold	Nordrhein-Westfalen_1970_Landtagswahl.pdf	32	33	30	31	a	65474	52509	450	52059	35987	13830	1437	0	0	0	174	631
1970	74	Kreis Lemgo	kreis	Detmold	Nordrhein-Westfalen_1970_Landtagswahl.pdf	32	33	30	31	a	112116	87290	705	86585	34710	42819	6524	0	0	0	544	1988
1970	75	Kreis Lübbecke	kreis	Detmold	Nordrhein-Westfalen_1970_Landtagswahl.pdf	32	33	30	31	a	65006	48121	469	47652	23786	20354	2202	0	0	0	218	1092
1970	76	Kreis Minden	kreis	Detmold	Nordrhein-Westfalen_1970_Landtagswahl.pdf	32	33	30	31	a	145881	112377	1188	111189	41668	56666	10390	0	0	0	754	1711
1970	77	Kreis Paderborn	kreis	Detmold	Nordrhein-Westfalen_1970_Landtagswahl.pdf	32	33	30	31	a	93543	69329	199	69130	48768	17192	2346	0	0	0	196	628
1970	78	Kreis Warburg	kreis	Detmold	Nordrhein-Westfalen_1970_Landtagswahl.pdf	32	33	30	31	a	31505	24862	227	24635	17888	5481	776	167	0	0	59	264
1970	79	Kreis Wiedenbrück	kreis	Detmold	Nordrhein-Westfalen_1970_Landtagswahl.pdf	32	33	30	31	a	110823	84395	216	84179	51231	28232	4022	0	0	0	228	466
1970	80	Reg.-Bez. Detmold	agg	Detmold	Nordrhein-Westfalen_1970_Landtagswahl.pdf	32	33	30	31	a	1235107	950219	8275	941944	456328	411153	55827	613	0	0	4771	13252
1970	81	davon Krfr. Städte (DT)	agg	Detmold	Nordrhein-Westfalen_1970_Landtagswahl.pdf	32	33	30	31	a	126049	94109	762	93347	37990	47296	6871	0	0	0	687	503
1970	82	davon Kreise (DT)	agg	Detmold	Nordrhein-Westfalen_1970_Landtagswahl.pdf	32	33	30	31	a	1109058	856110	7513	848597	418338	363857	48956	613	0	0	4084	12749
1970	83	Bochum	krfr	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	257335	192926	941	191985	65551	112291	9707	0	211	0	2133	2092
1970	84	Castrop-Rauxel	krfr	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	60458	46345	267	46078	17006	26372	1544	0	0	0	668	488
1970	85	Dortmund	krfr	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	477552	354754	1965	352789	119061	208079	17243	0	317	0	4370	3719
1970	86	Hagen	krfr	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	146277	105518	661	104857	40425	52780	8484	0	1	0	1543	1624
1970	87	Hamm	krfr	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	62848	46732	319	46413	22799	20714	2114	0	0	0	239	547
1970	88	Herne	krfr	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	77870	56687	294	56393	19966	32378	2411	0	0	0	1082	556
1970	89	Iserlohn	krfr	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	41207	29735	203	29532	12751	14304	1789	0	0	0	178	510
1970	90	Lünen	krfr	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	53086	40660	268	40392	15216	23000	1276	0	31	0	472	397
1970	91	Wanne-Eickel	krfr	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	72153	52857	298	52559	17828	31158	1801	0	0	0	1137	635
1970	92	Wattenscheid	krfr	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	60248	43851	477	43374	15976	24718	1803	0	0	0	877	0
1970	93	Witten	krfr	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	72352	55298	316	54982	17371	33357	2979	0	0	0	520	755
1970	94	Kreis Arnsberg	kreis	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	97541	77997	533	77464	43782	29459	3315	0	0	0	229	679
1970	95	Kreis Brilon	kreis	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	52637	41729	497	41232	27198	12239	1176	0	0	0	142	477
1970	96	Ennepe-Ruhr-Kreis	kreis	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	190108	144311	1253	143058	51490	78644	9285	0	174	0	1735	1730
1970	97	Kreis Iserlohn	kreis	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	141155	105117	825	104292	47453	50450	4561	0	0	0	500	1328
1970	98	Kreis Lippstadt	kreis	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	69616	54301	503	53798	30577	20060	2001	470	0	0	184	506
1970	99	Kreis Lüdenscheid	kreis	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	170094	123563	897	122666	49420	60445	9944	0	5	0	710	2142
1970	100	Kreis Meschede	kreis	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	46035	37497	308	37189	24657	10774	1314	0	0	0	96	348
1970	101	Kreis Olpe	kreis	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	79680	64499	513	63986	44626	17369	1264	0	0	0	234	493
1970	102	Kreis Siegen	kreis	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	163312	115363	729	114634	48666	56596	6933	0	0	0	580	1859
1970	103	Kreis Soest	kreis	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	81288	61192	509	60683	34235	20617	3927	540	0	0	215	1149
1970	104	Kreis Unna	kreis	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	159261	126136	1113	125023	43125	72398	6256	0	0	0	1234	2010
1970	105	Kreis Wittgenstein	kreis	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	31467	22149	182	21967	8919	11138	1352	0	0	0	99	459
1970	106	Reg.-Bez. Arnsberg	agg	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	2663580	1999217	13871	1985346	818098	1019340	102479	1010	739	0	19177	24503
1970	107	davon Krfr. Städte (AR)	agg	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	1381386	1025363	6009	1019354	363950	579151	51151	0	560	0	13219	11323
1970	108	davon Kreise (AR)	agg	Arnsberg	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	1282194	973854	7862	965992	454148	440189	51328	1010	179	0	5958	13180
1970	109	Nordrhein-Westfalen	agg	Nordrhein-Westfalen	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	11890609	8739772	61945	8677827	4020186	3996808	478420	9902	1504	0	76964	94043
1970	110	davon Krfr. Städte (NRW)	agg	Nordrhein-Westfalen	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	5743939	4059505	20804	4038701	1640669	2062641	241596	1888	1133	0	50358	40416
1970	111	davon Kreise (NRW)	agg	Nordrhein-Westfalen	Nordrhein-Westfalen_1970_Landtagswahl.pdf	34	35	32	33	a	6146670	4680267	41141	4639126	2379517	1934167	236824	8014	371	0	26606	53627
